JSR|IXB|DEL|1531743300000|12:15|2018|7|16|12|15|1531751700000|14:35|2018|7|16|14|35|140|4441.8
JSR|IXB|DEL|1531763700000|17:55|2018|7|16|17|55|1531772400000|20:20|2018|7|16|20|20|145|3674.58
JSR|IXB|DEL|1531831500000|12:45|2018|7|17|12|45|1531839900000|15:05|2018|7|17|15|5|140|3311.16
JSR|IXB|DEL|1531851300000|18:15|2018|7|17|18|15|1531860000000|20:40|2018|7|17|20|40|145|4159.14
JSR|IXB|DEL|1532001900000|12:05|2018|7|19|12|5|1532010300000|14:25|2018|7|19|14|25|140|4118.76
JSR|IXB|DEL|1532027100000|19:05|2018|7|19|19|5|1532035800000|21:30|2018|7|19|21|30|145|4159.14
JSR|IXB|DEL|1532089500000|12:25|2018|7|20|12|25|1532097900000|14:45|2018|7|20|14|45|140|3472.68
JSR|IXB|DEL|1532110500000|18:15|2018|7|20|18|15|1532119200000|20:40|2018|7|20|20|40|145|4482.18
JSR|IXB|DEL|1532173500000|11:45|2018|7|21|11|45|1532181900000|14:05|2018|7|21|14|5|140|4038
JSR|IXB|DEL|1532195700000|17:55|2018|7|21|17|55|1532204400000|20:20|2018|7|21|20|20|145|4361.04
JSR|IXB|DEL|1532265300000|13:15|2018|7|22|13|15|1532273700000|15:35|2018|7|22|15|35|140|4562.93
JSR|IXB|DEL|1532285700000|18:55|2018|7|22|18|55|1532294400000|21:20|2018|7|22|21|20|145|4643.7
JSR|IXB|DEL|1532348700000|12:25|2018|7|23|12|25|1532357100000|14:45|2018|7|23|14|45|140|3997.62
JSR|IXB|DEL|1532373900000|19:25|2018|7|23|19|25|1532382600000|21:50|2018|7|23|21|50|145|3432.3
JSR|IXB|DEL|1532434500000|12:15|2018|7|24|12|15|1532442900000|14:35|2018|7|24|14|35|140|3513.06
JSR|IXB|DEL|1532459700000|19:15|2018|7|24|19|15|1532468400000|21:40|2018|7|24|21|40|145|4441.8
JSR|IXB|DEL|1532520900000|12:15|2018|7|25|12|15|1532529300000|14:35|2018|7|25|14|35|140|3472.68
JSR|IXB|DEL|1532541900000|18:05|2018|7|25|18|5|1532550600000|20:30|2018|7|25|20|30|145|3351.54
JSR|IXB|DEL|1532610900000|13:15|2018|7|26|13|15|1532619300000|15:35|2018|7|26|15|35|140|4038
JSR|IXB|DEL|1532631300000|18:55|2018|7|26|18|55|1532640000000|21:20|2018|7|26|21|20|145|4482.18
JSR|IXB|DEL|1532695500000|12:45|2018|7|27|12|45|1532703900000|15:05|2018|7|27|15|5|140|4482.18
JSR|IXB|DEL|1532714100000|17:55|2018|7|27|17|55|1532722800000|20:20|2018|7|27|20|20|145|3876.48
JSR|IXB|DEL|1532778300000|11:45|2018|7|28|11|45|1532786700000|14:05|2018|7|28|14|5|140|4684.08
JSR|IXB|DEL|1532805900000|19:25|2018|7|28|19|25|1532814600000|21:50|2018|7|28|21|50|145|4038
JSR|IXB|DEL|1532868900000|12:55|2018|7|29|12|55|1532877300000|15:15|2018|7|29|15|15|140|3230.4
JSR|IXB|DEL|1532887500000|18:05|2018|7|29|18|5|1532896200000|20:30|2018|7|29|20|30|145|4441.8
JSR|IXB|DEL|1532954700000|12:45|2018|7|30|12|45|1532963100000|15:05|2018|7|30|15|5|140|4280.28
JSR|IXB|DEL|1533037500000|11:45|2018|7|31|11|45|1533045900000|14:05|2018|7|31|14|5|140|4239.9
JSR|IXB|DEL|1533064500000|19:15|2018|7|31|19|15|1533073200000|21:40|2018|7|31|21|40|145|4684.08
JSR|IXB|DEL|1533123900000|11:45|2018|8|1|11|45|1533132300000|14:05|2018|8|1|14|5|140|3825.36
JSR|IXB|DEL|1533148500000|18:35|2018|8|1|18|35|1533157200000|21:00|2018|8|1|21|0|145|3472.68
JSR|IXB|DEL|1533215700000|13:15|2018|8|2|13|15|1533224100000|15:35|2018|8|2|15|35|140|4042.7
JSR|IXB|DEL|1533233100000|18:05|2018|8|2|18|5|1533241800000|20:30|2018|8|2|20|30|145|4159.14
JSR|IXB|DEL|1533297300000|11:55|2018|8|3|11|55|1533305700000|14:15|2018|8|3|14|15|140|3674.58
JSR|IXB|DEL|1533388500000|13:15|2018|8|4|13|15|1533396900000|15:35|2018|8|4|15|35|140|4603.32
JSR|IXB|DEL|1533405900000|18:05|2018|8|4|18|5|1533414600000|20:30|2018|8|4|20|30|145|4603.32
JSR|IXB|DEL|1533471900000|12:25|2018|8|5|12|25|1533480300000|14:45|2018|8|5|14|45|140|4482.18
JSR|IXB|DEL|1533494700000|18:45|2018|8|5|18|45|1533503400000|21:10|2018|8|5|21|10|145|4361.04
JSR|IXB|DEL|1533561300000|13:15|2018|8|6|13|15|1533569700000|15:35|2018|8|6|15|35|140|3311.16
JSR|IXB|DEL|1533579900000|18:25|2018|8|6|18|25|1533588600000|20:50|2018|8|6|20|50|145|3553.44
JSR|IXB|DEL|1533646500000|12:55|2018|8|7|12|55|1533654900000|15:15|2018|8|7|15|15|140|4347
JSR|IXB|DEL|1533666300000|18:25|2018|8|7|18|25|1533675000000|20:50|2018|8|7|20|50|145|4078.38
JSR|IXB|DEL|1533733500000|13:05|2018|8|8|13|5|1533741900000|15:25|2018|8|8|15|25|140|5172.92
JSR|IXB|DEL|1533754500000|18:55|2018|8|8|18|55|1533763200000|21:20|2018|8|8|21|20|145|3634.2
JSR|IXB|DEL|1533815700000|11:55|2018|8|9|11|55|1533824100000|14:15|2018|8|9|14|15|140|3651.48
JSR|IXB|DEL|1533840900000|18:55|2018|8|9|18|55|1533849600000|21:20|2018|8|9|21|20|145|4764.84
JSR|IXB|DEL|1533902700000|12:05|2018|8|10|12|5|1533911100000|14:25|2018|8|10|14|25|140|4280.28
JSR|IXB|DEL|1533925500000|18:25|2018|8|10|18|25|1533934200000|20:50|2018|8|10|20|50|145|3593.82
JSR|IXB|DEL|1533987900000|11:45|2018|8|11|11|45|1533996300000|14:05|2018|8|11|14|5|140|4482.18
JSR|IXB|DEL|1534011900000|18:25|2018|8|11|18|25|1534020600000|20:50|2018|8|11|20|50|145|4118.76
JSR|IXB|DEL|1534078500000|12:55|2018|8|12|12|55|1534086900000|15:15|2018|8|12|15|15|140|4078.38
JSR|IXB|DEL|1534096500000|17:55|2018|8|12|17|55|1534105200000|20:20|2018|8|12|20|20|145|4482.18
JSR|IXB|DEL|1534161300000|11:55|2018|8|13|11|55|1534169700000|14:15|2018|8|13|14|15|140|4724.46
JSR|IXB|DEL|1534185900000|18:45|2018|8|13|18|45|1534194600000|21:10|2018|8|13|21|10|145|3997.62
JSR|DPS|BDO|1531640100000|07:35|2018|7|15|7|35|1531643400000|08:30|2018|7|15|8|30|115|49.8
JSR|DPS|BDO|1531722300000|06:25|2018|7|16|6|25|1531725600000|07:20|2018|7|16|7|20|115|51.81
JSR|DPS|BDO|1531808100000|06:15|2018|7|17|6|15|1531811400000|07:10|2018|7|17|7|10|115|39.19
JSR|DPS|BDO|1531899300000|07:35|2018|7|18|7|35|1531902600000|08:30|2018|7|18|8|30|115|40.45
JSR|DPS|BDO|1531982700000|06:45|2018|7|19|6|45|1531986000000|07:40|2018|7|19|7|40|115|48.88
JSR|DPS|BDO|1532154900000|06:35|2018|7|21|6|35|1532158200000|07:30|2018|7|21|7|30|115|39.61
JSR|DPS|BDO|1532241900000|06:45|2018|7|22|6|45|1532245200000|07:40|2018|7|22|7|40|115|40.75
JSR|DPS|BDO|1532418300000|07:45|2018|7|24|7|45|1532421600000|08:40|2018|7|24|8|40|115|37.92
JSR|DPS|BDO|1532590500000|07:35|2018|7|26|7|35|1532593800000|08:30|2018|7|26|8|30|115|38.34
JSR|DPS|BDO|1532673300000|06:35|2018|7|27|6|35|1532676600000|07:30|2018|7|27|7|30|115|39.61
JSR|DPS|BDO|1532762700000|07:25|2018|7|28|7|25|1532766000000|08:20|2018|7|28|8|20|115|40.87
JSR|DPS|BDO|1532846700000|06:45|2018|7|29|6|45|1532850000000|07:40|2018|7|29|7|40|115|50.81
JSR|DPS|BDO|1532936700000|07:45|2018|7|30|7|45|1532940000000|08:40|2018|7|30|8|40|115|35.81
JSR|DPS|BDO|1533279900000|07:05|2018|8|3|7|5|1533283200000|08:00|2018|8|3|8|0|115|36.66
JSR|DPS|BDO|1533365700000|06:55|2018|8|4|6|55|1533369000000|07:50|2018|8|4|7|50|115|40.45
JSR|DPS|BDO|1533452100000|06:55|2018|8|5|6|55|1533455400000|07:50|2018|8|5|7|50|115|47.29
JSR|DPS|BDO|1533537300000|06:35|2018|8|6|6|35|1533540600000|07:30|2018|8|6|7|30|115|47.79
JSR|DPS|BDO|1533623100000|06:25|2018|8|7|6|25|1533626400000|07:20|2018|8|7|7|20|115|34.55
JSR|DPS|BDO|1533708900000|06:15|2018|8|8|6|15|1533712200000|07:10|2018|8|8|7|10|115|34.13
JSR|DPS|BDO|1533887100000|07:45|2018|8|10|7|45|1533890400000|08:40|2018|8|10|8|40|115|36.24
JSR|DPS|BDO|1533973500000|07:45|2018|8|11|7|45|1533976800000|08:40|2018|8|11|8|40|115|40.45
JSR|DPS|BDO|1534055700000|06:35|2018|8|12|6|35|1534059000000|07:30|2018|8|12|7|30|115|54.83
JSR|DPS|BDO|1534143900000|07:05|2018|8|13|7|5|1534147200000|08:00|2018|8|13|8|0|115|51.81
JSR|DPS|DMK|1531616700000|01:05|2018|7|15|1|5|1531628700000|04:25|2018|7|15|4|25|260|91.49
JSR|DPS|DMK|1531655400000|11:50|2018|7|15|11|50|1531667700000|15:15|2018|7|15|15|15|265|169.73
JSR|DPS|DMK|1531706100000|01:55|2018|7|16|1|55|1531718100000|05:15|2018|7|16|5|15|260|116.85
JSR|DPS|DMK|1531730400000|08:40|2018|7|16|8|40|1531742100000|11:55|2018|7|16|11|55|255|90.39
JSR|DPS|DMK|1531788300000|00:45|2018|7|17|0|45|1531800300000|04:05|2018|7|17|4|5|260|92.6
JSR|DPS|DMK|1531815000000|08:10|2018|7|17|8|10|1531826700000|11:25|2018|7|17|11|25|255|94.8
JSR|DPS|DMK|1531830600000|12:30|2018|7|17|12|30|1531842900000|15:55|2018|7|17|15|55|265|160.7
JSR|DPS|DMK|1531878900000|01:55|2018|7|18|1|55|1531890900000|05:15|2018|7|18|5|15|260|108.03
JSR|DPS|DMK|1531912200000|11:10|2018|7|18|11|10|1531924500000|14:35|2018|7|18|14|35|265|139.1
JSR|DPS|DMK|1531964100000|01:35|2018|7|19|1|35|1531976100000|04:55|2018|7|19|4|55|260|122.36
JSR|DPS|DMK|1531987200000|08:00|2018|7|19|8|0|1531998900000|11:15|2018|7|19|11|15|255|120.16
JSR|DPS|DMK|1532002200000|12:10|2018|7|19|12|10|1532014500000|15:35|2018|7|19|15|35|265|115.75
JSR|DPS|DMK|1532049900000|01:25|2018|7|20|1|25|1532061900000|04:45|2018|7|20|4|45|260|88.19
JSR|DPS|DMK|1532085000000|11:10|2018|7|20|11|10|1532097300000|14:35|2018|7|20|14|35|265|157.67
JSR|DPS|DMK|1532136900000|01:35|2018|7|21|1|35|1532148900000|04:55|2018|7|21|4|55|260|110.24
JSR|DPS|DMK|1532157600000|07:20|2018|7|21|7|20|1532169300000|10:35|2018|7|21|10|35|255|114.64
JSR|DPS|DMK|1532176800000|12:40|2018|7|21|12|40|1532189100000|16:05|2018|7|21|16|5|265|136.4
JSR|DPS|DMK|1532224500000|01:55|2018|7|22|1|55|1532236500000|05:15|2018|7|22|5|15|260|103.62
JSR|DPS|DMK|1532262000000|12:20|2018|7|22|12|20|1532274300000|15:45|2018|7|22|15|45|265|185.81
JSR|DPS|DMK|1532307900000|01:05|2018|7|23|1|5|1532319900000|04:25|2018|7|23|4|25|260|91.49
JSR|DPS|DMK|1532397300000|01:55|2018|7|24|1|55|1532409300000|05:15|2018|7|24|5|15|260|101.42
JSR|DPS|DMK|1532421000000|08:30|2018|7|24|8|30|1532432700000|11:45|2018|7|24|11|45|255|100.31
JSR|DPS|DMK|1532434800000|12:20|2018|7|24|12|20|1532447100000|15:45|2018|7|24|15|45|265|97.01
JSR|DPS|DMK|1532519400000|11:50|2018|7|25|11|50|1532531700000|15:15|2018|7|25|15|15|265|102.52
JSR|DPS|DMK|1532571300000|02:15|2018|7|26|2|15|1532583300000|05:35|2018|7|26|5|35|260|111.34
JSR|DPS|DMK|1532606400000|12:00|2018|7|26|12|0|1532618700000|15:25|2018|7|26|15|25|265|151.25
JSR|DPS|DMK|1532656500000|01:55|2018|7|27|1|55|1532668500000|05:15|2018|7|27|5|15|260|113.54
JSR|DPS|DMK|1532694000000|12:20|2018|7|27|12|20|1532706300000|15:45|2018|7|27|15|45|265|118.84
JSR|DPS|DMK|1532740500000|01:15|2018|7|28|1|15|1532752500000|04:35|2018|7|28|4|35|260|101.42
JSR|DPS|DMK|1532764200000|07:50|2018|7|28|7|50|1532775900000|11:05|2018|7|28|11|5|255|122.89
JSR|DPS|DMK|1532830500000|02:15|2018|7|29|2|15|1532842500000|05:35|2018|7|29|5|35|260|124.7
JSR|DPS|DMK|1532914500000|01:35|2018|7|30|1|35|1532926500000|04:55|2018|7|30|4|55|260|218.05
JSR|DPS|DMK|1532940000000|08:40|2018|7|30|8|40|1532951700000|11:55|2018|7|30|11|55|255|207.98
JSR|DPS|DMK|1532952600000|12:10|2018|7|30|12|10|1532964900000|15:35|2018|7|30|15|35|265|317.77
JSR|DPS|DMK|1533023400000|07:50|2018|7|31|7|50|1533035100000|11:05|2018|7|31|11|5|255|157.97
JSR|DPS|DMK|1533037800000|11:50|2018|7|31|11|50|1533050100000|15:15|2018|7|31|15|15|265|227.78
JSR|DPS|DMK|1533084300000|00:45|2018|8|1|0|45|1533096300000|04:05|2018|8|1|4|5|260|121.54
JSR|DPS|DMK|1533173700000|01:35|2018|8|2|1|35|1533185700000|04:55|2018|8|2|4|55|260|125.67
JSR|DPS|DMK|1533199200000|08:40|2018|8|2|8|40|1533210900000|11:55|2018|8|2|11|55|255|116.85
JSR|DPS|DMK|1533208200000|11:10|2018|8|2|11|10|1533220500000|14:35|2018|8|2|14|35|265|121.54
JSR|DPS|DMK|1533257700000|00:55|2018|8|3|0|55|1533269700000|04:15|2018|8|3|4|15|260|111.34
JSR|DPS|DMK|1533296400000|11:40|2018|8|3|11|40|1533308700000|15:05|2018|8|3|15|5|265|149.9
JSR|DPS|DMK|1533345300000|01:15|2018|8|4|1|15|1533357300000|04:35|2018|8|4|4|35|260|88.19
JSR|DPS|DMK|1533369000000|07:50|2018|8|4|7|50|1533380700000|11:05|2018|8|4|11|5|255|99.21
JSR|DPS|DMK|1533384000000|12:00|2018|8|4|12|0|1533396300000|15:25|2018|8|4|15|25|265|149.9
JSR|DPS|DMK|1533430500000|00:55|2018|8|5|0|55|1533442500000|04:15|2018|8|5|4|15|260|88.19
JSR|DPS|DMK|1533467400000|11:10|2018|8|5|11|10|1533479700000|14:35|2018|8|5|14|35|265|173.28
JSR|DPS|DMK|1533519300000|01:35|2018|8|6|1|35|1533531300000|04:55|2018|8|6|4|55|260|106.93
JSR|DPS|DMK|1533541200000|07:40|2018|8|6|7|40|1533552900000|10:55|2018|8|6|10|55|255|111.34
JSR|DPS|DMK|1533558600000|12:30|2018|8|6|12|30|1533570900000|15:55|2018|8|6|15|55|265|137.75
JSR|DPS|DMK|1533604500000|01:15|2018|8|7|1|15|1533616500000|04:35|2018|8|7|4|35|260|110.69
JSR|DPS|DMK|1533631200000|08:40|2018|8|7|8|40|1533642900000|11:55|2018|8|7|11|55|255|98.11
JSR|DPS|DMK|1533643200000|12:00|2018|8|7|12|0|1533655500000|15:25|2018|8|7|15|25|265|116.14
JSR|DPS|DMK|1533689700000|00:55|2018|8|8|0|55|1533701700000|04:15|2018|8|8|4|15|260|112.44
JSR|DPS|DMK|1533730800000|12:20|2018|8|8|12|20|1533743100000|15:45|2018|8|8|15|45|265|116.14
JSR|DPS|DMK|1533776700000|01:05|2018|8|9|1|5|1533788700000|04:25|2018|8|9|4|25|260|91.49
JSR|DPS|DMK|1533804000000|08:40|2018|8|9|8|40|1533815700000|11:55|2018|8|9|11|55|255|124.57
JSR|DPS|DMK|1533818400000|12:40|2018|8|9|12|40|1533830700000|16:05|2018|8|9|16|5|265|109.13
JSR|DPS|DMK|1533864300000|01:25|2018|8|10|1|25|1533876300000|04:45|2018|8|10|4|45|260|109.13
JSR|DPS|DMK|1533903000000|12:10|2018|8|10|12|10|1533915300000|15:35|2018|8|10|15|35|265|118.84
JSR|DPS|DMK|1533952500000|01:55|2018|8|11|1|55|1533964500000|05:15|2018|8|11|5|15|260|91.49
JSR|DPS|DMK|1533972000000|07:20|2018|8|11|7|20|1533983700000|10:35|2018|8|11|10|35|255|113.54
JSR|DPS|DMK|1533990000000|12:20|2018|8|11|12|20|1534002300000|15:45|2018|8|11|15|45|265|112.09
JSR|DPS|DMK|1534037700000|01:35|2018|8|12|1|35|1534049700000|04:55|2018|8|12|4|55|260|126.17
JSR|DPS|DMK|1534072200000|11:10|2018|8|12|11|10|1534084500000|14:35|2018|8|12|14|35|265|223.64
JSR|DPS|DMK|1534122300000|01:05|2018|8|13|1|5|1534134300000|04:25|2018|8|13|4|25|260|171.56
JSR|DPS|DMK|1534145400000|07:30|2018|8|13|7|30|1534157100000|10:45|2018|8|13|10|45|255|168.71
JSR|DPS|DMK|1534164000000|12:40|2018|8|13|12|40|1534176300000|16:05|2018|8|13|16|5|265|188.84
JSR|DPS|CGK|1531645200000|09:00|2018|7|15|9|0|1531648200000|09:50|2018|7|15|9|50|110|67.92
JSR|DPS|CGK|1531650900000|10:35|2018|7|15|10|35|1531653900000|11:25|2018|7|15|11|25|110|62.66
JSR|DPS|CGK|1531659900000|13:05|2018|7|15|13|5|1531662900000|13:55|2018|7|15|13|55|110|61.36
JSR|DPS|CGK|1531667400000|15:10|2018|7|15|15|10|1531671000000|16:10|2018|7|15|16|10|120|109.94
JSR|DPS|CGK|1531682700000|19:25|2018|7|15|19|25|1531686000000|20:20|2018|7|15|20|20|115|58.41
JSR|DPS|CGK|1531687200000|20:40|2018|7|15|20|40|1531690200000|21:30|2018|7|15|21|30|110|58.13
JSR|DPS|CGK|1531692300000|22:05|2018|7|15|22|5|1531695000000|22:50|2018|7|15|22|50|105|67.35
JSR|DPS|CGK|1531697400000|23:30|2018|7|15|23|30|1531700400000|00:20|2018|7|16|0|20|110|57.65
JSR|DPS|CGK|1531702800000|01:00|2018|7|16|1|0|1531706100000|01:55|2018|7|16|1|55|115|45.66
JSR|DPS|CGK|1531726800000|07:40|2018|7|16|7|40|1531729800000|08:30|2018|7|16|8|30|110|58.79
JSR|DPS|CGK|1531740300000|11:25|2018|7|16|11|25|1531743300000|12:15|2018|7|16|12|15|110|67.92
JSR|DPS|CGK|1531746900000|13:15|2018|7|16|13|15|1531749900000|14:05|2018|7|16|14|5|110|59.36
JSR|DPS|CGK|1531754400000|15:20|2018|7|16|15|20|1531757700000|16:15|2018|7|16|16|15|115|65.07
JSR|DPS|CGK|1531768500000|19:15|2018|7|16|19|15|1531771800000|20:10|2018|7|16|20|10|115|53.08
JSR|DPS|CGK|1531778700000|22:05|2018|7|16|22|5|1531781400000|22:50|2018|7|16|22|50|105|40.14
JSR|DPS|CGK|1531789200000|01:00|2018|7|17|1|0|1531792500000|01:55|2018|7|17|1|55|115|40.58
JSR|DPS|CGK|1531815000000|08:10|2018|7|17|8|10|1531818000000|09:00|2018|7|17|9|0|110|44.42
JSR|DPS|CGK|1531824900000|10:55|2018|7|17|10|55|1531827900000|11:45|2018|7|17|11|45|110|51.04
JSR|DPS|CGK|1531855500000|19:25|2018|7|17|19|25|1531858800000|20:20|2018|7|17|20|20|115|58.79
JSR|DPS|CGK|1531862400000|21:20|2018|7|17|21|20|1531865400000|22:10|2018|7|17|22|10|110|45.28
JSR|DPS|CGK|1531875000000|00:50|2018|7|18|0|50|1531878300000|01:45|2018|7|18|1|45|115|38.87
JSR|DPS|CGK|1531904400000|09:00|2018|7|18|9|0|1531907400000|09:50|2018|7|18|9|50|110|49.55
JSR|DPS|CGK|1531911900000|11:05|2018|7|18|11|5|1531914900000|11:55|2018|7|18|11|55|110|34.17
JSR|DPS|CGK|1531919700000|13:15|2018|7|18|13|15|1531922700000|14:05|2018|7|18|14|5|110|47.41
JSR|DPS|CGK|1531924200000|14:30|2018|7|18|14|30|1531927500000|15:25|2018|7|18|15|25|115|49.06
JSR|DPS|CGK|1531940700000|19:05|2018|7|18|19|5|1531944000000|20:00|2018|7|18|20|0|115|48.27
JSR|DPS|CGK|1531948800000|21:20|2018|7|18|21|20|1531951800000|22:10|2018|7|18|22|10|110|41.43
JSR|DPS|CGK|1531955100000|23:05|2018|7|18|23|5|1531957800000|23:50|2018|7|18|23|50|105|37.16
JSR|DPS|CGK|1531958400000|00:00|2018|7|19|0|0|1531961700000|00:55|2018|7|19|0|55|115|39.3
JSR|DPS|CGK|1531988400000|08:20|2018|7|19|8|20|1531991400000|09:10|2018|7|19|9|10|110|34.6
JSR|DPS|CGK|1531997100000|10:45|2018|7|19|10|45|1532000100000|11:35|2018|7|19|11|35|110|50.4
JSR|DPS|CGK|1532023500000|18:05|2018|7|19|18|5|1532026800000|19:00|2018|7|19|19|0|115|49.55
JSR|DPS|CGK|1532034600000|21:10|2018|7|19|21|10|1532037600000|22:00|2018|7|19|22|0|110|50.83
JSR|DPS|CGK|1532042100000|23:15|2018|7|19|23|15|1532044800000|24:00|2018|7|20|0|0|105|37.16
JSR|DPS|CGK|1532043000000|23:30|2018|7|19|23|30|1532046000000|00:20|2018|7|20|0|20|110|38.87
JSR|DPS|CGK|1532046600000|00:30|2018|7|20|0|30|1532049900000|01:25|2018|7|20|1|25|115|45.28
JSR|DPS|CGK|1532075400000|08:30|2018|7|20|8|30|1532078400000|09:20|2018|7|20|9|20|110|40.58
JSR|DPS|CGK|1532087100000|11:45|2018|7|20|11|45|1532090100000|12:35|2018|7|20|12|35|110|37.16
JSR|DPS|CGK|1532090700000|12:45|2018|7|20|12|45|1532093700000|13:35|2018|7|20|13|35|110|37.59
JSR|DPS|CGK|1532096400000|14:20|2018|7|20|14|20|1532099700000|15:15|2018|7|20|15|15|115|38.02
JSR|DPS|CGK|1532103000000|16:10|2018|7|20|16|10|1532106600000|17:10|2018|7|20|17|10|120|47.84
JSR|DPS|CGK|1532122800000|21:40|2018|7|20|21|40|1532125800000|22:30|2018|7|20|22|30|110|48.7
JSR|DPS|CGK|1532128500000|23:15|2018|7|20|23|15|1532131200000|24:00|2018|7|21|0|0|105|39.72
JSR|DPS|CGK|1532129400000|23:30|2018|7|20|23|30|1532132400000|00:20|2018|7|21|0|20|110|47.41
JSR|DPS|CGK|1532131200000|00:00|2018|7|21|0|0|1532134500000|00:55|2018|7|21|0|55|115|41.86
JSR|DPS|CGK|1532161200000|08:20|2018|7|21|8|20|1532164200000|09:10|2018|7|21|9|10|110|40.58
JSR|DPS|CGK|1532169300000|10:35|2018|7|21|10|35|1532172300000|11:25|2018|7|21|11|25|110|38.02
JSR|DPS|CGK|1532179500000|13:25|2018|7|21|13|25|1532182500000|14:15|2018|7|21|14|15|110|41.43
JSR|DPS|CGK|1532182200000|14:10|2018|7|21|14|10|1532185500000|15:05|2018|7|21|15|5|115|42.62
JSR|DPS|CGK|1532196300000|18:05|2018|7|21|18|5|1532199600000|19:00|2018|7|21|19|0|115|41.13
JSR|DPS|CGK|1532210100000|21:55|2018|7|21|21|55|1532212800000|22:40|2018|7|21|22|40|105|48.7
JSR|DPS|CGK|1532258100000|11:15|2018|7|22|11|15|1532261100000|12:05|2018|7|22|12|5|110|69.76
JSR|DPS|CGK|1532264700000|13:05|2018|7|22|13|5|1532267700000|13:55|2018|7|22|13|55|110|61.36
JSR|DPS|CGK|1532273400000|15:30|2018|7|22|15|30|1532276700000|16:25|2018|7|22|16|25|115|74.28
JSR|DPS|CGK|1532276400000|16:20|2018|7|22|16|20|1532280000000|17:20|2018|7|22|17|20|120|72.99
JSR|DPS|CGK|1532286300000|19:05|2018|7|22|19|5|1532289600000|20:00|2018|7|22|20|0|115|72.84
JSR|DPS|CGK|1532292600000|20:50|2018|7|22|20|50|1532295600000|21:40|2018|7|22|21|40|110|57.49
